x y z
1.786 2.347 1.858
1.786 2.551 2.205
1.786 2.755 2.518
1.786 2.959 2.802
1.786 3.163 3.063
1.786 3.367 3.306
1.786 3.571 3.537
1.786 3.776 3.757
1.786 3.980 3.968
1.786 4.184 4.171
1.786 4.388 4.368
1.786 4.592 4.557
1.786 4.796 4.741
1.786 5.000 4.920
1.888 -5.000 1.573
1.888 -4.796 1.509
1.888 -4.592 1.446
1.888 -4.388 1.383
1.888 -4.184 1.320
1.888 -3.980 1.257
1.888 -3.776 1.194
1.888 -3.571 1.132
1.888 -3.367 1.069
1.888 -3.163 1.008
1.888 -2.959 0.946
1.888 -2.755 0.885
1.888 -2.551 0.825
1.888 -2.347 0.765
1.888 -2.143 0.707
1.888 -1.939 0.649
1.888 -1.735 0.593
1.888 -1.531 0.539
1.888 -1.327 0.486
1.888 -1.122 0.437
1.888 -0.918 0.391
1.888 -0.714 0.349
1.888 -0.510 0.312
1.888 -0.306 0.281
1.888 -0.102 0.257
1.888 0.102 0.241
1.888 0.306 0.233
1.888 0.510 0.235
1.888 0.714 0.246
1.888 0.918 0.266
1.888 1.122 0.293
1.888 1.327 0.326
1.888 1.531 0.366
1.888 1.735 0.613
1.888 1.939 1.054
1.888 2.143 1.430
1.888 2.347 1.759
1.888 2.551 2.094
1.888 2.755 2.421
1.888 2.959 2.715
1.888 3.163 2.985
1.888 3.367 3.235
1.888 3.571 3.470
1.888 3.776 3.693
1.888 3.980 3.907
1.888 4.184 4.113
1.888 4.388 4.311
1.888 4.592 4.503
1.888 4.796 4.688
1.888 5.000 4.869
1.990 -5.000 1.586
1.990 -4.796 1.523
1.990 -4.592 1.460
1.990 -4.388 1.397
1.990 -4.184 1.334
1.990 -3.980 1.272
1.990 -3.776 1.210
1.990 -3.571 1.148
1.990 -3.367 1.086
1.990 -3.163 1.024
1.990 -2.959 0.963
1.990 -2.755 0.903
1.990 -2.551 0.843
1.990 -2.347 0.784
1.990 -2.143 0.726
1.990 -1.939 0.670
1.990 -1.735 0.614
1.990 -1.531 0.561
1.990 -1.327 0.509
1.990 -1.122 0.461
1.990 -0.918 0.416
1.990 -0.714 0.374
1.990 -0.510 0.338
1.990 -0.306 0.307
1.990 -0.102 0.284
1.990 0.102 0.268
1.990 0.306 0.260
1.990 0.510 0.261
1.990 0.714 0.270
1.990 0.918 0.288
1.990 1.122 0.314
1.990 1.327 0.346
1.990 1.531 0.383
1.990 1.735 0.515
1.990 1.939 0.928
1.990 2.143 1.327
1.990 2.347 1.665
1.990 2.551 1.983
1.990 2.755 2.318
1.990 2.959 2.624
1.990 3.163 2.902
1.990 3.367 3.160
1.990 3.571 3.401
1.990 3.776 3.628
1.990 3.980 3.845
1.990 4.184 4.053
1.990 4.388 4.253
1.990 4.592 4.447
1.990 4.796 4.635
1.990 5.000 4.817
2.092 -5.000 1.600
2.092 -4.796 1.537
2.092 -4.592 1.475
2.092 -4.388 1.412
2.092 -4.184 1.350
2.092 -3.980 1.287
2.092 -3.776 1.225
2.092 -3.571 1.164
2.092 -3.367 1.103
2.092 -3.163 1.042
2.092 -2.959 0.981
2.092 -2.755 0.921
2.092 -2.551 0.862
2.092 -2.347 0.804
2.092 -2.143 0.747
2.092 -1.939 0.691
2.092 -1.735 0.636
2.092 -1.531 0.583
2.092 -1.327 0.533
2.092 -1.122 0.485
2.092 -0.918 0.441
2.092 -0.714 0.400
2.092 -0.510 0.364
2.092 -0.306 0.334
2.092 -0.102 0.311
2.092 0.102 0.294
2.092 0.306 0.286
2.092 0.510 0.286
2.092 0.714 0.295
2.092 0.918 0.311
2.092 1.122 0.335
2.092 1.327 0.365
2.092 1.531 0.401
2.092 1.735 0.458
2.092 1.939 0.791
2.092 2.143 1.217
2.092 2.347 1.571
2.092 2.551 1.886
2.092 2.755 2.208
2.092 2.959 2.528
2.092 3.163 2.816
2.092 3.367 3.081
2.092 3.571 3.328
2.092 3.776 3.561
2.092 3.980 3.781
2.092 4.184 3.992
2.092 4.388 4.195
2.092 4.592 4.391
2.092 4.796 4.580
2.092 5.000 4.764
2.194 -5.000 1.614
2.194 -4.796 1.552
2.194 -4.592 1.489
2.194 -4.388 1.427
2.194 -4.184 1.365
2.194 -3.980 1.303
2.194 -3.776 1.242
2.194 -3.571 1.180
2.194 -3.367 1.120
2.194 -3.163 1.059
2.194 -2.959 0.999
2.194 -2.755 0.940
2.194 -2.551 0.881
2.194 -2.347 0.824
2.194 -2.143 0.767
2.194 -1.939 0.712
2.194 -1.735 0.658
2.194 -1.531 0.606
2.194 -1.327 0.556
2.194 -1.122 0.509
2.194 -0.918 0.466
2.194 -0.714 0.426
2.194 -0.510 0.391
2.194 -0.306 0.361
2.194 -0.102 0.338
2.194 0.102 0.321
2.194 0.306 0.312
2.194 0.510 0.312
2.194 0.714 0.319
2.194 0.918 0.334
2.194 1.122 0.356
2.194 1.327 0.385
2.194 1.531 0.419
2.194 1.735 0.459
2.194 1.939 0.669
2.194 2.143 1.101
2.194 2.347 1.473
2.194 2.551 1.794
2.194 2.755 2.101
2.194 2.959 2.426
2.194 3.163 2.725
2.194 3.367 2.999
2.194 3.571 3.252
2.194 3.776 3.491
2.194 3.980 3.715
2.194 4.184 3.930
2.194 4.388 4.135
2.194 4.592 4.333
2.194 4.796 4.525
2.194 5.000 4.711
2.296 -5.000 1.629
2.296 -4.796 1.566
2.296 -4.592 1.504
2.296 -4.388 1.442
2.296 -4.184 1.381
2.296 -3.980 1.319
2.296 -3.776 1.258
2.296 -3.571 1.197
2.296 -3.367 1.137
2.296 -3.163 1.077
2.296 -2.959 1.018
2.296 -2.755 0.959
2.296 -2.551 0.901
2.296 -2.347 0.844
2.296 -2.143 0.788
2.296 -1.939 0.733
2.296 -1.735 0.680
2.296 -1.531 0.629
2.296 -1.327 0.580
2.296 -1.122 0.534
2.296 -0.918 0.491
2.296 -0.714 0.452
2.296 -0.510 0.417
2.296 -0.306 0.388
2.296 -0.102 0.364
2.296 0.102 0.348
2.296 0.306 0.339
2.296 0.510 0.337
2.296 0.714 0.343
2.296 0.918 0.357
2.296 1.122 0.378
2.296 1.327 0.405
2.296 1.531 0.438
2.296 1.735 0.476
2.296 1.939 0.580
2.296 2.143 0.975
2.296 2.347 1.368
2.296 2.551 1.703
2.296 2.755 2.006
2.296 2.959 2.317
2.296 3.163 2.629
2.296 3.367 2.912
2.296 3.571 3.174
2.296 3.776 3.418
2.296 3.980 3.648
2.296 4.184 3.866
2.296 4.388 4.074
2.296 4.592 4.275
2.296 4.796 4.469
2.296 5.000 4.656
2.398 -5.000 1.643
2.398 -4.796 1.581
2.398 -4.592 1.520
2.398 -4.388 1.458
2.398 -4.184 1.397
2.398 -3.980 1.336
2.398 -3.776 1.275
2.398 -3.571 1.215
2.398 -3.367 1.155
2.398 -3.163 1.095
2.398 -2.959 1.036
2.398 -2.755 0.978
2.398 -2.551 0.921
2.398 -2.347 0.864
2.398 -2.143 0.809
2.398 -1.939 0.755
2.398 -1.735 0.702
2.398 -1.531 0.652
2.398 -1.327 0.604
2.398 -1.122 0.558
2.398 -0.918 0.516
2.398 -0.714 0.477
2.398 -0.510 0.443
2.398 -0.306 0.414
2.398 -0.102 0.391
2.398 0.102 0.375
2.398 0.306 0.365
2.398 0.510 0.363
2.398 0.714 0.368
2.398 0.918 0.380
2.398 1.122 0.399
2.398 1.327 0.425
2.398 1.531 0.457
2.398 1.735 0.493
2.398 1.939 0.540
2.398 2.143 0.838
2.398 2.347 1.258
2.398 2.551 1.609
2.398 2.755 1.917
2.398 2.959 2.213
2.398 3.163 2.529
2.398 3.367 2.822
2.398 3.571 3.091
2.398 3.776 3.342
2.398 3.980 3.577
2.398 4.184 3.800
2.398 4.388 4.012
2.398 4.592 4.216
2.398 4.796 4.412
2.398 5.000 4.601
2.500 -5.000 1.658
2.500 -4.796 1.597
2.500 -4.592 1.535
2.500 -4.388 1.474
2.500 -4.184 1.413
2.500 -3.980 1.352
2.500 -3.776 1.292
2.500 -3.571 1.232
2.500 -3.367 1.172
2.500 -3.163 1.113
2.500 -2.959 1.055
2.500 -2.755 0.997
2.500 -2.551 0.941
2.500 -2.347 0.885
2.500 -2.143 0.830
2.500 -1.939 0.777
2.500 -1.735 0.725
2.500 -1.531 0.675
2.500 -1.327 0.628
2.500 -1.122 0.583
2.500 -0.918 0.541
2.500 -0.714 0.503
2.500 -0.510 0.470
2.500 -0.306 0.441
2.500 -0.102 0.418
2.500 0.102 0.401
2.500 0.306 0.391
2.500 0.510 0.388
2.500 0.714 0.392
2.500 0.918 0.404
2.500 1.122 0.422
2.500 1.327 0.446
2.500 1.531 0.476
2.500 1.735 0.511
2.500 1.939 0.550
2.500 2.143 0.723
2.500 2.347 1.142
2.500 2.551 1.509
2.500 2.755 1.828
2.500 2.959 2.121
2.500 3.163 2.422
2.500 3.367 2.727
2.500 3.571 3.006
2.500 3.776 3.263
2.500 3.980 3.504
2.500 4.184 3.732
2.500 4.388 3.948
2.500 4.592 4.155
2.500 4.796 4.354
2.500 5.000 4.545
